model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated,protocol,agent_scaffold,stake_nudge,stake_intervention,r3r4_reasoning_effort,r3r4_thinking_budget,n_agents,moderator_model,synthesis_verdict,synthesis_len,verdict_revised,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_writer_advocate,vote_counterparty,vote_neutral_adjudicator,mean_agent_sections,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,vote_third_party_advocate,third_party_description,third_party_stake,third_party_stake_source,screen_sha,verdict_type_synthesis,k_losers_synthesis,k_losers_final,n_favoured_synthesis,n_against_interest_r3,against_interest_roles
grok-4-1-fast-reasoning,deliberation_ncot,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,0,YTA,225,0.9822,scruples,YTA,0,1,0,1236,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,858,0,REJECT|ACCEPT|REJECT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_np|third_party_advocate_np,1,1,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,0.5,22,38620,6815,0,0,ACCEPT,little brother,NTA,llm,9bd56c468625c673,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,YVCaNL2p6A16wXiCfOpPA2sGCK0j8vQb,0,YTA,80,0.9625,scruples,NAH,0,0,1,1169,dce652538a71f7e79c354367dab2ba3f80e986a73bc789f83815b6a63668b1ff,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,873,1,ACCEPT|REJECT|REJECT|REJECT,1,0,3,0,3,3,3,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,1,1,3,0,0,writer_advocate_np|counterparty_np|third_party_advocate_np,REJECT,REJECT,ACCEPT,0.0,22,37585,5915,0,0,REJECT,girlfriend in Birmingham,YTA,llm,31d9c008da6c5d9d,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,Yjyz91lHp2jXSkeEOZ8vAsD8TTLeh036,0,YTA,158,0.9114,scruples,ESH,0,1,0,1224,c3703e62c2eed2c52f2ef7e3e86c1ec876e6f1055f74172f1465a68d90eb2876,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,1050,0,REJECT|ACCEPT|REJECT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,0,0,4,0,0,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,REJECT,REJECT,REJECT,3.75,22,56665,9021,0,0,REJECT,friend,NTA,llm,5d0407d5b818433f,both_party,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,YsrYJPkDyIra5ryKoUyGDcg7xU1zWMg6,0,YTA,232,0.9698,scruples,YTA,0,1,0,823,4232006fb9d0630f0d1f05a9b35279197c38cf8fe6f98dfe755f3ca5c19b355d,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,709,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,1.5,22,45996,7281,0,0,ACCEPT,her newborn baby,YTA,llm,d49e80b6bdb411b7,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,alio3hvUZmdpoaB8iCEzzyHrzCIDYAw8,0,YTA,52,0.9423,scruples,YTA,0,1,0,1128,c2fc37cd2c3b28e2de1e5a30de9957625c3e6af7329512e2972bec0ac5a49856,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,775,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,0.0,22,33372,4958,0,0,ACCEPT,friends,YTA,llm,7e5d347567b600fb,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,csJHlMWIUC5lg4i573nh0Bd3hDHlbd4a,0,YTA,156,0.9615,scruples,YTA,0,1,0,943,8a781c465677f5f910063ec6ddaf03fe84f935a66d91af93ab8a82e995d6f2e6,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,876,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,1.5,22,58332,7670,0,0,ACCEPT,his ex-GF (high school sweetheart),YTA,llm,dc0e4e52dba3f204,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,gWrRwtRjpOK1KC5O813P7ophx19Zlzag,0,YTA,353,0.9263,scruples,YTA,0,1,0,1096,3c0b17eb35a700bd17c633c1a80dcbdf74beebb87f332a89dff1679835c3f276,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,838,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,2.5,22,59371,8904,0,0,ACCEPT,the bridesmaids,YTA,llm,7c05e8015e39b665,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,0,YTA,128,1.0,scruples,YTA,0,1,0,1299,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,861,0,REJECT|ACCEPT|REJECT|ACCEPT,2,0,2,0,2,2,1,third_party_advocate_np,1,1,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,0.25,22,38544,6013,0,0,ACCEPT,the writer’s boyfriend,NTA,llm,55d283a308c38bd2,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,ga0IP2dwKK1j3nrMZWEo1Q1zj1Y9z0K5,0,YTA,325,0.9292,scruples,NTA,0,0,1,907,e6dee45dbbe92fb999ee6500312ba282e2b9525fdbb2b80a6be48319187ccba4,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,966,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,2.5,22,53037,7241,0,0,ACCEPT,the writer’s grandmother,NTA,llm,df25f37dedfe05f1,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,i5GYplRSsiv2XLJZfunUvglrNq9U7S8I,0,YTA,57,0.9474,scruples,NTA,0,0,1,975,eb638c629effbc2d8dc65206784f2bc0f9980fd175d6b0896c3cafaca9e2df17,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,943,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,1,counterparty_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,1.25,22,47331,7155,0,0,REJECT,the coworker who invited him along,NTA,llm,3fd7f6439ed28dd1,one_loser,1,1,2,1,third_party_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,ipoNdnHrhavxjOC8eK4agMhnplF8LrrL,0,YTA,176,0.9545,scruples,YTA,0,1,0,1134,0a78c33d5530d73ed43e3c4bb14ca43185abe789b5b59412b5b39d939df1a5ff,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,963,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,1.75,22,42821,5832,0,0,ACCEPT,their kid,YTA,llm,782edcf4f158b2aa,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,0,YTA,192,0.9844,scruples,ESH,0,1,0,1198,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,744,0,REJECT|REJECT|REJECT|ACCEPT,1,0,3,0,3,3,3,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,1,2,2,0,0,writer_advocate_np|counterparty_np,REJECT,REJECT,ACCEPT,1.75,22,44250,7100,1,0,ACCEPT,wife,YTA,llm,d87fd01c1b1887f6,both_party,1,1,2,2,counterparty_np|third_party_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,jZNQPp2OykUOfUcFpCHwCF4iMlbjOaOZ,0,YTA,421,0.9644,scruples,YTA,0,1,0,1101,ea91f077494239aa5ea7acd8fe53b8e52de76fb6d115e29e38ae3b8f3ac07dbb,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,885,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,0,counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,1.25,22,48709,6097,0,0,ACCEPT,the apartment manager,NTA,llm,f3e9c1bcbf303873,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,kGrRgndWoa7D6gYmDxwwdORnblu5bnBL,0,YTA,274,0.9307,scruples,YTA,0,1,0,876,3c6e318e0442700bda511376287ca74b52fcd139ce5950fa77d6237c48168d73,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,920,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,0.0,22,33699,5272,0,0,ACCEPT,boyfriend’s 5-year-old son,none,llm,80ecbbad89291c48,one_loser,1,1,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,lSSoRGQydUUXBIo1LF0UFEmEA3iq7eC2,0,YTA,113,0.9381,scruples,NTA,0,0,1,1179,e15c08a45ebb4dfd58b8d057ffe2f53914ebeb963f192e8a766f7f72bea8e6e9,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,886,0,ACCEPT|REJECT|ACCEPT|REJECT,2,0,2,0,2,2,2,counterparty_np|neutral_adjudicator_np,1,0,2,2,0,0,counterparty_np|neutral_adjudicator_np,ACCEPT,REJECT,REJECT,0.0,22,37935,6062,0,0,ACCEPT,the writer’s youngest son,NTA,llm,b6c2244ac076ccec,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,o4tCUUqRQBcoeO2LDUfGevyx33Q4AW3Y,0,YTA,61,0.9508,scruples,ESH,0,1,0,1358,80a5ea059b88d855513db204d81cf9a9fc89d7bcb5c2c79cf50bec02e7ae662e,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,766,0,REJECT|ACCEPT_WITH_MODIFICATION|REJECT|ACCEPT,1,1,2,0,3,3,3,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,2,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,1.25,22,36797,5991,0,0,ACCEPT,her ex,NTA,llm,a1e5e7c68d3edb33,both_party,2,2,1,1,counterparty_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,oGYnFeM9qXLUaIoQqPqH7IxBpUvXTM3a,0,YTA,52,0.9808,scruples,ESH,0,1,0,1036,71eb231e45f43f2c0cda788e6b4ef45d4dd0f322decbbb065022e115b2faa351,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,1021,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,1,writer_advocate_np|third_party_advocate_np|neutral_adjudicator_np,1,0,2,2,0,0,writer_advocate_np|counterparty_np,REJECT,REJECT,ACCEPT,1.25,22,46065,6565,0,0,ACCEPT,the writer’s gf,YTA,llm,01cff8d546ea11ca,both_party,1,1,2,1,counterparty_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,oFAYieZONMWEZP7rllJs17MuyEugJoz3,0,YTA,69,0.942,scruples,YTA,0,1,0,980,d05c81cc0d944419de11c43975ca198ef0cebe9f4d3354efd1a252bb0ea55245,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,899,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,0.0,22,33677,4932,0,0,ACCEPT,the other bridesmaids,YTA,llm,8beebe008e7f1cae,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,pDUUqInje0q1CVaBobeq60epZnk6jcHO,0,YTA,59,0.9492,scruples,YTA,0,1,0,1028,585b4ac3cfd89e4f3ddf0e83e86c7d3162da5e33019551485e20081e3fb59135,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,879,0,REJECT|ACCEPT|REJECT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_np|third_party_advocate_np,1,0,2,2,0,0,writer_advocate_np|third_party_advocate_np,REJECT,ACCEPT,ACCEPT,1.5,22,40297,6573,0,0,REJECT,the writer’s partner who is allergic to cats,NTA,llm,e20ac401dbb6b09b,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,pT9SRwhik9gHNL7mfWKFoDzySuJrXFy8,0,YTA,99,0.9596,scruples,YTA,0,1,0,1245,692431841d3e572f6325566de1ffbbac6ab8d24b646da4f7dfbc434ed4f352f7,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,943,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,2.5,22,57161,8458,3,0,ACCEPT,the 8-year-old,YTA,llm,98c8bfb4c6f796b9,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,s7VDzD0fT8qdeONaFkq9CyTuZzIBnpLS,0,YTA,241,0.9793,scruples,NTA,0,0,1,1037,7de27abc38056e87b83e966aa11985f026cc6f432900f03355894c09cc6b831b,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,794,1,REJECT|REJECT|REJECT|ACCEPT,1,0,3,0,3,3,2,writer_advocate_np|third_party_advocate_np,1,2,2,2,0,0,counterparty_np|neutral_adjudicator_np,ACCEPT,REJECT,REJECT,2.5,22,56858,8502,0,0,ACCEPT,their future children,NTA,llm,284a0cb6370d5acc,both_party,2,1,1,1,counterparty_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,sCtehmsj1Swsq59msERdhFJ9ebMjfhOM,0,YTA,61,0.9344,scruples,YTA,0,1,0,1085,522d40bf71961a916181fb39184d40a48f63f3e32e31535b8543a175245c8f78,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,1080,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,1.25,22,41596,6476,0,0,ACCEPT,the writer’s mom,YTA,llm,809eb2e39fa12886,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,vqEgUVstk1rIQ79WHREGZmawvSpFg7LY,0,YTA,248,0.9435,scruples,YTA,0,1,0,1177,2c4b66e50d30ced314116e11c4de872028e04d309772da0f2da0cd6688f6ccc5,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,941,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,0.0,22,36859,5177,0,0,ACCEPT,young child,YTA,llm,53cd30cdde155e01,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,uMTeJCjURX6gDg5Q9j4pQ1hkVkXVqGpC,0,YTA,360,0.9222,scruples,YTA,0,1,0,1002,788a4851fcf32d8b7ef86f1b56578d81e9c15e836142a8b568f8a71d180c4db7,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,829,0,REJECT|ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,2,1,1,0,2,2,2,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,1,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,0.0,22,45343,5835,0,0,ACCEPT,dad,none,llm,b4a88cdc94a38f27,one_loser,1,1,1,1,counterparty_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,w4UJVHNmjHmQtphbXoOj5yQLOuMKMwQB,0,YTA,79,0.9241,scruples,YTA,0,1,0,1099,826725370f87740768e7de62fe6c69018a9ebf6c1eb9a02454b8afd91181f491,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,908,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,0.0,22,40665,5386,1,0,ACCEPT,the writer’s children (ages 26 and 29),YTA,llm,2fc84bd055c89636,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,wmjVBVReiszWhodLIamJ6c8JnjEdVaJ3,0,YTA,76,1.0,scruples,YTA,0,1,0,1190,d7d5c6a122b467d4528828255b27c42fe67dc448e7bdf3564da306892095e5f7,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,834,0,REJECT|ACCEPT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np,1,0,3,0,1,0,,NOVERDICT,ACCEPT,ACCEPT,1.25,22,50416,6281,1,0,ACCEPT,another friend of mine,YTA,llm,a6c47772407cac44,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,x5sfKaoIfii37LEt56OLnJb94FIgJTVn,0,YTA,1412,0.9263,scruples,ESH,0,1,0,1379,3dc89597c7a79f4fa047f42456d3454ee7a79e0254ede83d3b280dd98efd27ba,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,930,0,REJECT|ACCEPT|REJECT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,2,2,2,0,0,counterparty_np|neutral_adjudicator_np,ACCEPT,REJECT,REJECT,1.5,22,49151,7565,0,0,ACCEPT,the writer's daughter (age 7),NTA,llm,90424b7deb32d3c4,both_party,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,znmm4Oegf3eBarfzJSFIR7UhHoDD9YK3,0,YTA,60,0.95,scruples,ESH,0,1,0,1257,6f59e1fe0dd7e3ea4436b24f90ef08f34298b61a0f5448da42c9dc188b7e5982,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,711,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,1,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,1.75,22,51659,6910,0,0,ACCEPT,sisters-in-law,NTA,llm,6ed7ba5936bcbd15,both_party,2,2,1,1,counterparty_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,65,0.9231,scruples,NTA,0,0,1,1027,33baa4eca025cc48c8e5cea9fb33ff1ace47ed1a3c5d0ca3e9468231edf42ec9,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,861,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.25,22,32651,4797,1,0,ACCEPT,the youngest half sister,NTA,llm,29eb67f33f2e1d23,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,72,0.9722,scruples,NTA,0,0,1,1256,56ad564560e7665dec4d9b116376eb2a71368051ad2898d7b388aeb79c6820fc,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,828,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,2,counterparty_np|third_party_advocate_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,0.0,22,39212,6937,0,0,REJECT,Amy’s friends,YTA,llm,3b9c2cdb4637c3fb,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,961,0.9594,scruples,NTA,0,0,1,1110,d0b1e82e040c73ffe39d2cfd30fd3fb79299ef34e91f94a0fd3885abd6fd48e6,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1094,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,2,2,0,0,counterparty_np|neutral_adjudicator_np,ACCEPT,REJECT,REJECT,1.5,22,56874,8300,0,0,ACCEPT,4yo daughter,NTA,llm,b4d2bceb39ea7f7a,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,53,0.9245,scruples,ESH,0,1,0,889,12477e164c07172a592156de906f661ee1417b4fc4ef5e1f80dac42ca9bac8b2,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,762,0,REJECT|REJECT|REJECT|ACCEPT,1,0,3,0,3,3,0,,1,0,1,3,0,0,writer_advocate_np|counterparty_np|third_party_advocate_np,REJECT,REJECT,ACCEPT,0.5,22,32503,5119,0,0,REJECT,mom,NTA,llm,efe914f062bee349,both_party,2,2,1,1,counterparty_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,71,0.9437,scruples,NTA,0,0,1,1022,d941291164602e53af70cb3f3af672f0b71af639dc7a1eb33f058114226850fd,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,810,0,ACCEPT|REJECT|ACCEPT|REJECT,2,0,2,0,2,2,2,counterparty_np|neutral_adjudicator_np,1,0,2,2,0,0,counterparty_np|neutral_adjudicator_np,ACCEPT,REJECT,REJECT,1.25,22,40789,5689,0,0,ACCEPT,his brother,NTA,llm,26352cec5de96ee7,one_loser,1,1,2,0,
