gen_model,scenario_id,topic_group,axis,value,n,decision_entropy_bits
gpt-4o,dd_48898,issue_young_people,temporal_position,future_or_offscreen,20,0.28639695711307084
gpt-4o,dd_47246,issue_young_people,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_47246,issue_young_people,decision_role,primary_affected,19,-1.4428232973175175e-12
gpt-4o,dd_47246,issue_young_people,decision_role,third_party,20,1.1883763717301792
gpt-4o,dd_47246,issue_young_people,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_47246,issue_young_people,agency_level,low,39,1.0487103552599135
gpt-4o,dd_47246,issue_young_people,temporal_position,present,39,-1.4428232973175175e-12
gpt-4o,dd_47246,issue_young_people,temporal_position,future_or_offscreen,20,1.1883763717301792
gpt-4o,dd_12936,issue_young_people,decision_role,decider,19,0.9494520153850632
gpt-4o,dd_12936,issue_young_people,decision_role,primary_affected,20,1.5128876215138323
gpt-4o,dd_12936,issue_young_people,decision_role,third_party,20,1.0540157730684718
gpt-4o,dd_12936,issue_young_people,agency_level,high,19,0.9494520153850632
gpt-4o,dd_12936,issue_young_people,agency_level,medium,20,1.5128876215138323
gpt-4o,dd_12936,issue_young_people,agency_level,low,20,1.0540157730684718
gpt-4o,dd_12936,issue_young_people,temporal_position,present,39,1.3484372243153455
gpt-4o,dd_12936,issue_young_people,temporal_position,future_or_offscreen,20,1.0540157730684718
gpt-4o,dd_30340,issue_young_people,decision_role,decider,20,0.9219280948830342
gpt-4o,dd_30340,issue_young_people,decision_role,primary_affected,20,0.28639695711307084
gpt-4o,dd_30340,issue_young_people,decision_role,third_party,20,0.8841837197748609
gpt-4o,dd_30340,issue_young_people,agency_level,high,20,0.9219280948830342
gpt-4o,dd_30340,issue_young_people,agency_level,medium,20,0.28639695711307084
gpt-4o,dd_30340,issue_young_people,agency_level,low,20,0.8841837197748609
gpt-4o,dd_30340,issue_young_people,temporal_position,present,40,0.664933267502102
gpt-4o,dd_30340,issue_young_people,temporal_position,future_or_offscreen,20,0.8841837197748609
gpt-4o,dd_2288,issue_young_people,decision_role,decider,20,1.0540157730684718
gpt-4o,dd_2288,issue_young_people,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_2288,issue_young_people,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_2288,issue_young_people,agency_level,high,20,1.0540157730684718
gpt-4o,dd_2288,issue_young_people,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_2288,issue_young_people,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_2288,issue_young_people,temporal_position,present,40,0.664933267502102
gpt-4o,dd_2288,issue_young_people,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_37725,issue_young_people,decision_role,decider,20,0.5689955935849532
gpt-4o,dd_37725,issue_young_people,decision_role,third_party,40,1.1964263954119811
gpt-4o,dd_37725,issue_young_people,agency_level,high,20,0.5689955935849532
gpt-4o,dd_37725,issue_young_people,agency_level,low,40,1.1964263954119811
gpt-4o,dd_37725,issue_young_people,temporal_position,present,20,0.5689955935849532
gpt-4o,dd_37725,issue_young_people,temporal_position,future_or_offscreen,40,1.1964263954119811
gpt-4o,dd_48722,religion_custom,decision_role,decider,20,1.278897902983151
gpt-4o,dd_48722,religion_custom,decision_role,primary_affected,20,0.7475846798202459
gpt-4o,dd_48722,religion_custom,decision_role,third_party,20,1.5219280948830343
gpt-4o,dd_48722,religion_custom,agency_level,high,20,1.278897902983151
gpt-4o,dd_48722,religion_custom,agency_level,medium,20,0.7475846798202459
gpt-4o,dd_48722,religion_custom,agency_level,low,20,1.5219280948830343
gpt-4o,dd_48722,religion_custom,temporal_position,present,40,1.0540157730684718
gpt-4o,dd_48722,religion_custom,temporal_position,future_or_offscreen,20,1.5219280948830343
gpt-4o,dd_42468,religion_custom,decision_role,decider,19,0.485460760743028
gpt-4o,dd_42468,religion_custom,decision_role,primary_affected,20,1.5128876215138323
gpt-4o,dd_42468,religion_custom,decision_role,third_party,20,0.8812908992278072
gpt-4o,dd_42468,religion_custom,agency_level,high,19,0.485460760743028
gpt-4o,dd_42468,religion_custom,agency_level,medium,20,1.5128876215138323
gpt-4o,dd_42468,religion_custom,agency_level,low,20,0.8812908992278072
gpt-4o,dd_42468,religion_custom,temporal_position,present,39,1.2502049847451366
gpt-4o,dd_42468,religion_custom,temporal_position,future_or_offscreen,20,0.8812908992278072
gpt-4o,dd_29978,religion_custom,decision_role,decider,20,0.7219280948844771
gpt-4o,dd_29978,religion_custom,decision_role,primary_affected,20,1.0540157730684718
gpt-4o,dd_29978,religion_custom,decision_role,third_party,18,0.8524051786465932
gpt-4o,dd_29978,religion_custom,agency_level,high,20,0.7219280948844771
gpt-4o,dd_29978,religion_custom,agency_level,medium,20,1.0540157730684718
gpt-4o,dd_29978,religion_custom,agency_level,low,18,0.8524051786465932
gpt-4o,dd_29978,religion_custom,temporal_position,present,40,0.9411388429731253
gpt-4o,dd_29978,religion_custom,temporal_position,future_or_offscreen,18,0.8524051786465932
gpt-4o,dd_20717,religion_custom,decision_role,primary_affected,20,1.0540157730684718
gpt-4o,dd_20717,religion_custom,decision_role,third_party,40,0.4531837316762557
gpt-4o,dd_20717,religion_custom,agency_level,low,60,0.6998428398819105
gpt-4o,dd_20717,religion_custom,temporal_position,present,20,1.0540157730684718
gpt-4o,dd_20717,religion_custom,temporal_position,future_or_offscreen,40,0.4531837316762557
gpt-4o,dd_3811,religion_custom,decision_role,decider,19,-1.4428232973175175e-12
gpt-4o,dd_3811,religion_custom,decision_role,primary_affected,20,1.2344977967903126
gpt-4o,dd_3811,religion_custom,decision_role,third_party,20,0.5689955935849532
gpt-4o,dd_3811,religion_custom,agency_level,high,19,-1.4428232973175175e-12
gpt-4o,dd_3811,religion_custom,agency_level,medium,20,1.2344977967903126
gpt-4o,dd_3811,religion_custom,agency_level,low,20,0.5689955935849532
gpt-4o,dd_3811,religion_custom,temporal_position,present,39,0.9415362221481663
gpt-4o,dd_3811,religion_custom,temporal_position,future_or_offscreen,20,0.5689955935849532
gpt-4o,dd_28550,religion_custom,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_28550,religion_custom,decision_role,primary_affected,20,0.7475846798202459
gpt-4o,dd_28550,religion_custom,decision_role,third_party,20,0.9927744539849228
gpt-4o,dd_28550,religion_custom,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_28550,religion_custom,agency_level,medium,20,0.7475846798202459
gpt-4o,dd_28550,religion_custom,agency_level,low,20,0.9927744539849228
gpt-4o,dd_28550,religion_custom,temporal_position,present,40,0.4531837316762557
gpt-4o,dd_28550,religion_custom,temporal_position,future_or_offscreen,20,0.9927744539849228
gpt-4o,dd_26556,role_duty_responsibility,decision_role,decider,20,0.5689955935849532
gpt-4o,dd_26556,role_duty_responsibility,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_26556,role_duty_responsibility,decision_role,third_party,20,0.7219280948844771
gpt-4o,dd_26556,role_duty_responsibility,agency_level,high,20,0.5689955935849532
gpt-4o,dd_26556,role_duty_responsibility,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_26556,role_duty_responsibility,agency_level,low,20,0.7219280948844771
gpt-4o,dd_26556,role_duty_responsibility,temporal_position,present,40,0.3363969571116281
gpt-4o,dd_26556,role_duty_responsibility,temporal_position,future_or_offscreen,20,0.7219280948844771
gpt-4o,dd_15538,role_duty_responsibility,decision_role,decider,19,0.9132829641607708
gpt-4o,dd_15538,role_duty_responsibility,decision_role,primary_affected,20,0.28639695711307084
gpt-4o,dd_15538,role_duty_responsibility,decision_role,third_party,20,1.0540157730684718
gpt-4o,dd_15538,role_duty_responsibility,agency_level,high,19,0.9132829641607708
gpt-4o,dd_15538,role_duty_responsibility,agency_level,medium,20,0.28639695711307084
gpt-4o,dd_15538,role_duty_responsibility,agency_level,low,20,1.0540157730684718
gpt-4o,dd_15538,role_duty_responsibility,temporal_position,present,39,0.6450499982807013
gpt-4o,dd_15538,role_duty_responsibility,temporal_position,future_or_offscreen,20,1.0540157730684718
gpt-4o,dd_30143,role_duty_responsibility,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_30143,role_duty_responsibility,decision_role,primary_affected,20,0.4689955935863958
gpt-4o,dd_30143,role_duty_responsibility,decision_role,third_party,20,0.609840304713515
gpt-4o,dd_30143,role_duty_responsibility,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_30143,role_duty_responsibility,agency_level,medium,20,0.4689955935863958
gpt-4o,dd_30143,role_duty_responsibility,agency_level,low,20,0.609840304713515
gpt-4o,dd_30143,role_duty_responsibility,temporal_position,present,40,0.28639695711307084
gpt-4o,dd_30143,role_duty_responsibility,temporal_position,future_or_offscreen,20,0.609840304713515
gpt-4o,dd_42112,role_duty_responsibility,decision_role,decider,20,0.8112781244562475
gpt-4o,dd_42112,role_duty_responsibility,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_42112,role_duty_responsibility,decision_role,third_party,20,0.28639695711307084
gpt-4o,dd_42112,role_duty_responsibility,agency_level,high,20,0.8112781244562475
gpt-4o,dd_42112,role_duty_responsibility,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_42112,role_duty_responsibility,agency_level,low,20,0.28639695711307084
gpt-4o,dd_42112,role_duty_responsibility,temporal_position,present,40,0.543564443196711
gpt-4o,dd_42112,role_duty_responsibility,temporal_position,future_or_offscreen,20,0.28639695711307084
gpt-4o,dd_29132,role_duty_responsibility,decision_role,decider,20,1.1411535278749776
gpt-4o,dd_29132,role_duty_responsibility,decision_role,primary_affected,20,1.1567796494427114
gpt-4o,dd_29132,role_duty_responsibility,decision_role,third_party,20,1.1883763717301792
gpt-4o,dd_29132,role_duty_responsibility,agency_level,medium,20,1.1411535278749776
gpt-4o,dd_29132,role_duty_responsibility,agency_level,low,40,1.3931462133431034
gpt-4o,dd_29132,role_duty_responsibility,temporal_position,present,40,1.2221380190617728
gpt-4o,dd_29132,role_duty_responsibility,temporal_position,future_or_offscreen,20,1.1883763717301792
gpt-4o,dd_2068,role_duty_responsibility,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_2068,role_duty_responsibility,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-4o,dd_2068,role_duty_responsibility,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_2068,role_duty_responsibility,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_2068,role_duty_responsibility,agency_level,medium,20,-1.4428232973175175e-12
gpt-4o,dd_2068,role_duty_responsibility,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_2068,role_duty_responsibility,temporal_position,present,40,-1.4428232973175175e-12
gpt-4o,dd_2068,role_duty_responsibility,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_12219,school,decision_role,decider,20,0.28639695711307084
gpt-4o,dd_12219,school,decision_role,primary_affected,19,-1.4428232973175175e-12
gpt-4o,dd_12219,school,decision_role,third_party,19,-1.4428232973175175e-12
gpt-4o,dd_12219,school,agency_level,high,20,0.28639695711307084
gpt-4o,dd_12219,school,agency_level,medium,19,-1.4428232973175175e-12
gpt-4o,dd_12219,school,agency_level,low,19,-1.4428232973175175e-12
gpt-4o,dd_12219,school,temporal_position,present,39,0.17203694935022845
gpt-4o,dd_12219,school,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-4o,dd_42860,school,decision_role,decider,20,0.28639695711307084
gpt-4o,dd_42860,school,decision_role,primary_affected,20,0.8812908992278072
gpt-4o,dd_42860,school,decision_role,third_party,20,1.1883763717301792
gpt-4o,dd_42860,school,agency_level,high,20,0.28639695711307084
gpt-4o,dd_42860,school,agency_level,medium,20,0.8812908992278072
gpt-4o,dd_42860,school,agency_level,low,20,1.1883763717301792
gpt-4o,dd_42860,school,temporal_position,present,40,0.9544340029220797
gpt-4o,dd_42860,school,temporal_position,future_or_offscreen,20,1.1883763717301792
gpt-4o,dd_25448,school,decision_role,decider,20,1.0540157730684718
gpt-4o,dd_25448,school,decision_role,primary_affected,20,0.4689955935863958
gpt-4o,dd_25448,school,decision_role,third_party,20,0.28639695711307084
gpt-4o,dd_25448,school,agency_level,high,20,1.0540157730684718
gpt-4o,dd_25448,school,agency_level,medium,20,0.4689955935863958
gpt-4o,dd_25448,school,agency_level,low,20,0.28639695711307084
gpt-4o,dd_25448,school,temporal_position,present,40,1.3049201523538723
gpt-4o,dd_25448,school,temporal_position,future_or_offscreen,20,0.28639695711307084
gpt-4o,dd_9357,school,decision_role,primary_affected,40,0.8812908992278072
gpt-4o,dd_9357,school,decision_role,third_party,20,0.7219280948844771
gpt-4o,dd_9357,school,agency_level,medium,40,0.8812908992278072
gpt-4o,dd_9357,school,agency_level,low,20,0.7219280948844771
gpt-4o,dd_9357,school,temporal_position,present,40,0.8812908992278072
gpt-4o,dd_9357,school,temporal_position,future_or_offscreen,20,0.7219280948844771
gpt-4o,dd_29465,school,decision_role,decider,18,0.9640787648053437
gpt-4o,dd_29465,school,decision_role,primary_affected,20,0.4689955935863958
gpt-4o,dd_29465,school,decision_role,third_party,19,0.7424875695392381
gpt-4o,dd_29465,school,agency_level,high,18,0.9640787648053437
gpt-4o,dd_29465,school,agency_level,medium,20,0.4689955935863958
gpt-4o,dd_29465,school,agency_level,low,19,0.7424875695392381
gpt-4o,dd_29465,school,temporal_position,present,38,0.9268190639616918
gpt-4o,dd_29465,school,temporal_position,future_or_offscreen,19,0.7424875695392381
gpt-4o,dd_19968,workplace,decision_role,primary_affected,39,0.4618817047060422
gpt-4o,dd_19968,workplace,decision_role,third_party,20,0.28639695711307084
gpt-4o,dd_19968,workplace,agency_level,medium,39,0.4618817047060422
gpt-4o,dd_19968,workplace,agency_level,low,20,0.28639695711307084
gpt-4o,dd_19968,workplace,temporal_position,present,39,0.4618817047060422
gpt-4o,dd_19968,workplace,temporal_position,future_or_offscreen,20,0.28639695711307084
gpt-4o,dd_35156,workplace,decision_role,decider,20,-1.4428232973175175e-12
gpt-4o,dd_35156,workplace,decision_role,primary_affected,20,0.28639695711307084
gpt-4o,dd_35156,workplace,decision_role,third_party,20,-1.4428232973175175e-12
gpt-4o,dd_35156,workplace,agency_level,high,20,-1.4428232973175175e-12
gpt-4o,dd_35156,workplace,agency_level,medium,20,0.28639695711307084
gpt-4o,dd_35156,workplace,agency_level,low,20,-1.4428232973175175e-12
gpt-4o,dd_35156,workplace,temporal_position,present,40,0.1686609314937849
gpt-4o,dd_35156,workplace,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-4o,dd_37490,workplace,decision_role,decider,20,0.609840304713515
gpt-4o,dd_37490,workplace,decision_role,primary_affected,20,0.9917601481766455
gpt-4o,dd_37490,workplace,decision_role,third_party,20,0.9709505944517833
gpt-4o,dd_37490,workplace,agency_level,high,20,0.609840304713515
gpt-4o,dd_37490,workplace,agency_level,medium,20,0.9917601481766455
gpt-4o,dd_37490,workplace,agency_level,low,20,0.9709505944517833
gpt-4o,dd_37490,workplace,temporal_position,present,40,1.1394951972751444
gpt-4o,dd_37490,workplace,temporal_position,future_or_offscreen,20,0.9709505944517833
gpt-4o,dd_30352,workplace,decision_role,decider,20,0.609840304713515
gpt-4o,dd_30352,workplace,decision_role,primary_affected,20,0.9999999999971146
gpt-4o,dd_30352,workplace,decision_role,third_party,20,0.9709505944517833
gpt-4o,dd_30352,workplace,agency_level,high,20,0.609840304713515
gpt-4o,dd_30352,workplace,agency_level,medium,20,0.9999999999971146
gpt-4o,dd_30352,workplace,agency_level,low,20,0.9709505944517833
gpt-4o,dd_30352,workplace,temporal_position,present,40,0.9097361225282807
gpt-4o,dd_30352,workplace,temporal_position,future_or_offscreen,20,0.9709505944517833
gpt-4o,dd_14845,workplace,decision_role,decider,20,0.5689955935849532
gpt-4o,dd_14845,workplace,decision_role,primary_affected,20,0.5689955935849532
gpt-4o,dd_14845,workplace,decision_role,third_party,20,0.9917601481766455
gpt-4o,dd_14845,workplace,agency_level,high,20,0.5689955935849532
gpt-4o,dd_14845,workplace,agency_level,medium,20,0.5689955935849532
gpt-4o,dd_14845,workplace,agency_level,low,20,0.9917601481766455
gpt-4o,dd_14845,workplace,temporal_position,present,40,0.5689955935849532
gpt-4o,dd_14845,workplace,temporal_position,future_or_offscreen,20,0.9917601481766455
