model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated,protocol,agent_scaffold,stake_nudge,stake_intervention,r3r4_reasoning_effort,r3r4_thinking_budget,n_agents,moderator_model,synthesis_verdict,synthesis_len,verdict_revised,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_writer_advocate,vote_counterparty,vote_neutral_adjudicator,mean_agent_sections,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,seat_models,seat_role_ids,r0_verdicts,r2_verdicts
multivendor,deliberation_ncot,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,0,YTA,54,0.9074,scruples,YTA,0,1,0,1011,355609f085049fd259d9b16cfaa2435ef8c32382e59d1557766bec07896a1fa0,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,693,0,ACCEPT_WITH_MODIFICATION|REJECT|ACCEPT,1,1,1,0,2,2,1,reader_1_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,5.0,17,25847,10296,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|NTA|YTA,YTA|NTA|YTA
multivendor,deliberation_ncot,third_person,Lpwh7r0vltLAkvm2HWkxRE35RbjLzg5Z,0,YTA,146,0.9452,scruples,YTA,0,1,0,564,b3aa4b670ccedc96c68aacbdb66b0ceb0cd6755a1a418acf620175a796750caa,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,741,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,,1,0,3,0,0,1,,,,,3.333,17,25506,9178,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,MrK8LqWEg4ivEm8LOyjf5oKSeY3PaJkl,0,YTA,152,0.9803,scruples,YTA,0,1,0,1013,c31bbaf8e2eff4e685731a1b566291b0f3adb2345c180fba9b997f913c295f5b,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,911,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,5.0,17,24261,9221,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,0,YTA,244,0.9918,scruples,YTA,0,1,0,852,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,758,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,3.333,17,29121,10379,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,O0MXsaagjOD2j1Dzj4XwPg6geEQusVTR,0,YTA,130,0.9077,scruples,ESH,0,1,0,1035,7256563337b587196c96ddd53638c0ed9f96fe7a93576129f0218ef3526687c5,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,939,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,2,1,0,0,reader_3_noedge,,,,5.0,17,38359,14834,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|ESH|ESH,YTA|ESH|ESH
multivendor,deliberation_ncot,third_person,Pfl4nbaNV4iOMbOHx8x3Hb39ZiyYfCUg,0,YTA,56,0.9107,scruples,YTA,0,1,0,1078,a693ef291d6a2150942d410cd0312e6a95ec0401649cbf94e7cb240e10dc4a53,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,704,0,ACCEPT|ACCEPT_WITH_MODIFICATION|REJECT,1,1,1,0,2,2,1,reader_1_noedge|reader_2_noedge,1,1,2,1,0,0,reader_3_noedge,,,,3.333,17,25156,10207,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|NTA,YTA|YTA|NTA
multivendor,deliberation_ncot,third_person,RyJRw4V7Z33r0j4oGaraeMjtPkgX3RqU,0,YTA,57,1.0,scruples,YTA,0,1,0,960,7d356776dd6904ebedb31a3c055feb5cc2dd262bd2182a7e0b6055468165e6f0,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,857,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,3,0,0,1,,,,,5.0,17,30035,12150,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,Sy9MnmLv2V6BdgHUNzIywm1EPcJSkOpY,0,YTA,373,0.941,scruples,YTA,0,1,0,801,0a8348f2d1dd504ab5be32f1ec3e3c75124b3fff7ba54a6aabf032202fae2d5f,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,595,0,ACCEPT|REJECT|ACCEPT,2,0,1,0,1,1,1,reader_2_noedge,1,0,2,1,0,0,reader_2_noedge,,,,3.333,17,25646,9424,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|NAH|YTA,YTA|NAH|YTA
multivendor,deliberation_ncot,third_person,Si1tdll2xlI2naOwHnBs34olFCASB6YN,0,YTA,207,0.913,scruples,ESH,0,1,0,930,fec1fc1c8c9d45bc2380b78866a1bd5a2a922a04c60c0aebb9fe9f4133c63833,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,682,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,3,0,0,1,,,,,5.0,17,30151,12587,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|NTA|ESH,YTA|NTA|ESH
multivendor,deliberation_ncot,third_person,Sso4olm65Dkc8OCLPolRId5t8fkPx6MU,0,YTA,76,0.9474,scruples,YTA,0,1,0,909,0a6a5c751060b3efb0b7dfbc36bdc34d1b04c4b90b6bf42906ed1ee336552c4a,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,757,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,3.333,17,26321,9503,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|ESH,YTA|YTA|ESH
multivendor,deliberation_ncot,third_person,V1DZQUwTG4R9sfUZQbY5EDFFkvXyaWrI,0,YTA,882,0.9501,scruples,ESH,0,1,0,1016,e51b0d1289c425555086440132a54ba3019751ece69b653414843c7bb50df078,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,811,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,3.333,17,26996,9361,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|ESH|ESH,YTA|ESH|ESH
multivendor,deliberation_ncot,third_person,WIX8jVx4wBH2iygyD1n5KYur1bDhIFaU,0,YTA,70,0.9,scruples,NAH,0,0,1,901,19d264f7bf8e0565a0e795c283e0096e0f3c44e4b2dcc299fd692476fb9912bc,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,819,1,ACCEPT_WITH_MODIFICATION|REJECT|REJECT,0,1,2,0,3,3,3,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,3,3,0,0,1,,,,,3.333,17,27728,11174,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|YTA|NAH,ESH|YTA|NAH
multivendor,deliberation_ncot,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,0,YTA,225,0.9822,scruples,YTA,0,1,0,664,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,730,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,,1,0,3,0,0,1,,,,,5.0,17,25015,9561,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,WBxmZiR9QZHmMjmjtP0OE22nPrfhCsEe,0,YTA,227,0.9251,scruples,YTA,0,1,0,1175,00b7603b2544d874b119dafc134f24968d9da88c0edfa739c7bf7f262c721699,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,940,0,ACCEPT|REJECT|ACCEPT,2,0,1,0,1,1,1,reader_2_noedge,1,0,2,1,0,0,reader_2_noedge,,,,5.0,17,32274,17028,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|NTA|YTA,YTA|NTA|YTA
multivendor,deliberation_ncot,third_person,YsrYJPkDyIra5ryKoUyGDcg7xU1zWMg6,0,YTA,232,0.9698,scruples,YTA,0,1,0,716,4232006fb9d0630f0d1f05a9b35279197c38cf8fe6f98dfe755f3ca5c19b355d,,,1,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,871,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,0,3,0,0,1,,,,,3.667,17,26493,10327,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,YVCaNL2p6A16wXiCfOpPA2sGCK0j8vQb,0,YTA,80,0.9625,scruples,ESH,0,1,0,687,dce652538a71f7e79c354367dab2ba3f80e986a73bc789f83815b6a63668b1ff,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,852,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|REJECT,0,2,1,0,3,3,2,reader_1_noedge|reader_2_noedge,1,2,2,1,0,0,reader_3_noedge,,,,5.0,17,26497,11743,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|ESH|NAH,YTA|ESH|NAH
multivendor,deliberation_ncot,third_person,ZMaRJM5vsc1thhkZq8BFryTWhxk3kKAA,0,YTA,51,0.9216,scruples,YTA,0,1,0,1001,6245a9bf4910755d51d36e1da349bb34407f0aef1a2c1daa18faf10ce504a500,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,692,0,ACCEPT|REJECT|ACCEPT,2,0,1,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,3,0,0,1,,,,,3.333,17,28549,9389,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|NAH|YTA,YTA|NAH|YTA
multivendor,deliberation_ncot,third_person,VST3DmtXg9doyO8HHQrOlaSeIeitRT0w,0,YTA,123,0.9431,scruples,ESH,0,1,0,897,d7f336a282900c0477c4b1332bf6e2481c5780abd1e21102f193a485314ead3e,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,693,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,3.333,17,31940,10944,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|ESH|YTA,ESH|ESH|YTA
multivendor,deliberation_ncot,third_person,alio3hvUZmdpoaB8iCEzzyHrzCIDYAw8,0,YTA,52,0.9423,scruples,YTA,0,1,0,996,c2fc37cd2c3b28e2de1e5a30de9957625c3e6af7329512e2972bec0ac5a49856,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,754,0,ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge,1,1,3,0,0,1,,,,,3.333,17,23266,9372,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,csJHlMWIUC5lg4i573nh0Bd3hDHlbd4a,0,YTA,156,0.9615,scruples,YTA,0,1,0,997,8a781c465677f5f910063ec6ddaf03fe84f935a66d91af93ab8a82e995d6f2e6,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,802,0,ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,3,0,0,1,,,,,3.333,17,34931,11172,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,ei0PeOg0tlAqH6FM9A4uQqfV8XaEudtl,0,YTA,128,1.0,scruples,ESH,0,1,0,1004,d2e5f986cb3726f76dbc6682d22098e7cbeb2a7972dfeb66ce7e6688f194ad02,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,829,0,ACCEPT_WITH_MODIFICATION|ACCEPT|REJECT,1,1,1,0,2,2,1,reader_1_noedge|reader_2_noedge,1,1,2,1,0,0,reader_3_noedge,,,,3.333,17,28112,10065,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|ESH|YTA,ESH|ESH|YTA
multivendor,deliberation_ncot,third_person,fFkUxUWmPvhWH8wpp4MWJnoHdjaOHNlp,0,YTA,1198,0.9316,scruples,YTA,0,1,0,943,745cafd8490671eb794f3481cf731a13e275f4e35296ff5c0055569c567db9d4,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,916,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,5.0,17,30807,9685,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|ESH|YTA,YTA|ESH|YTA
multivendor,deliberation_ncot,third_person,gWrRwtRjpOK1KC5O813P7ophx19Zlzag,0,YTA,353,0.9263,scruples,YTA,0,1,0,573,3c0b17eb35a700bd17c633c1a80dcbdf74beebb87f332a89dff1679835c3f276,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,739,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,0,3,0,0,1,,,,,3.333,17,29121,7871,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,i5GYplRSsiv2XLJZfunUvglrNq9U7S8I,0,YTA,57,0.9474,scruples,NTA,0,0,1,842,eb638c629effbc2d8dc65206784f2bc0f9980fd175d6b0896c3cafaca9e2df17,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,848,0,REJECT|ACCEPT|ACCEPT,2,0,1,0,1,1,1,reader_1_noedge,1,1,3,0,0,1,,,,,5.0,17,30229,11522,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|NTA|NTA,YTA|NTA|NTA
multivendor,deliberation_ncot,third_person,ga0IP2dwKK1j3nrMZWEo1Q1zj1Y9z0K5,0,YTA,325,0.9292,scruples,NTA,0,0,1,981,e6dee45dbbe92fb999ee6500312ba282e2b9525fdbb2b80a6be48319187ccba4,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,660,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,3.333,17,30936,9272,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,ESH|NTA|NTA
multivendor,deliberation_ncot,third_person,gwQoOaVaQGUGikmvcf85AV9DKQVQamxO,0,YTA,84,0.9643,scruples,YTA,0,1,0,885,0a96534c6787ac4b4473c06c75b9e073222073e45a5f1b2e786779ce1aed0d2f,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,980,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,1,reader_1_noedge|reader_3_noedge,1,1,2,1,0,0,reader_2_noedge,,,,3.333,17,31741,10955,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|ESH|YTA,YTA|ESH|YTA
multivendor,deliberation_ncot,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,0,YTA,192,0.9844,scruples,ESH,0,1,0,868,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,733,0,REJECT|ACCEPT_WITH_MODIFICATION|ACCEPT,1,1,1,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,2,1,0,0,reader_1_noedge,,,,3.333,17,28809,11248,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|ESH|ESH,YTA|ESH|ESH
multivendor,deliberation_ncot,third_person,jZNQPp2OykUOfUcFpCHwCF4iMlbjOaOZ,0,YTA,421,0.9644,scruples,YTA,0,1,0,941,ea91f077494239aa5ea7acd8fe53b8e52de76fb6d115e29e38ae3b8f3ac07dbb,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,871,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,3.333,17,31659,10383,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|ESH|YTA,YTA|ESH|YTA
multivendor,deliberation_ncot,third_person,jo8MXpDJIMZKvQ0dbMmAqSFH1ERuyAp0,0,YTA,73,0.9041,scruples,ESH,0,1,0,1012,8bc22ef48ec0b8d49dbeca5d80293518ed4a0858d44ceb6677e62c1fa245024b,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,869,0,ACCEPT_WITH_MODIFICATION|REJECT|ACCEPT,1,1,1,0,2,2,1,reader_2_noedge|reader_3_noedge,1,1,2,1,0,0,reader_2_noedge,,,,5.0,17,26140,11017,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|ESH,NTA|YTA|ESH
multivendor,deliberation_ncot,third_person,ipoNdnHrhavxjOC8eK4agMhnplF8LrrL,0,YTA,176,0.9545,scruples,YTA,0,1,0,918,0a78c33d5530d73ed43e3c4bb14ca43185abe789b5b59412b5b39d939df1a5ff,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,824,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,5.0,17,30934,13439,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|YTA|YTA,YTA|YTA|YTA
multivendor,deliberation_ncot,third_person,o4tCUUqRQBcoeO2LDUfGevyx33Q4AW3Y,0,YTA,61,0.9508,scruples,ESH,0,1,0,1084,80a5ea059b88d855513db204d81cf9a9fc89d7bcb5c2c79cf50bec02e7ae662e,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,788,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,3.333,17,20487,8794,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|ESH,ESH|NTA|ESH
multivendor,deliberation_ncot,third_person,kGrRgndWoa7D6gYmDxwwdORnblu5bnBL,0,YTA,274,0.9307,scruples,YTA,0,1,0,1058,3c6e318e0442700bda511376287ca74b52fcd139ce5950fa77d6237c48168d73,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,YTA,773,0,ACCEPT_WITH_MODIFICATION|REJECT|ACCEPT,1,1,1,0,2,2,1,reader_1_noedge|reader_3_noedge,1,1,2,1,0,0,reader_2_noedge,,,,5.0,17,25184,12534,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NAH|YTA,ESH|NAH|YTA
